order_item_id,order_id,product_id,quantity,unit_price,discount_percent
OITEM000089,ORD000097,PROD0119,4,1793.45,10.5
OITEM000090,ORD000571,PROD0011,1,15721.24,44.1
OITEM000091,ORD001401,PROD0119,1,1728.63,50.0
OITEM000092,ORD001401,PROD0116,3,12561.88,42.0
OITEM000093,ORD001329,PROD0052,1,2638.12,9.9
OITEM000094,ORD002728,PROD0128,4,1105.57,7.4
OITEM000095,ORD002728,PROD0166,2,104.12,18.0
OITEM000096,ORD002611,PROD0066,1,774.57,24.8
OITEM000097,ORD001107,PROD0128,1,1051.86,20.7
OITEM000098,ORD001107,PROD0075,2,2381.89,35.0
OITEM000099,ORD001721,PROD0119,1,1814.93,29.7
OITEM000100,ORD000173,PROD0119,2,1731.84,11.1
OITEM000101,ORD000173,PROD0132,5,197.24,48.1
OITEM000102,ORD001964,PROD0092,1,5562.13,42.4
OITEM000103,ORD002011,PROD0121,3,3379.32,30.1
OITEM000104,ORD002011,PROD0067,1,2095.3,6.5
OITEM000105,ORD002011,PROD0119,1,1859.11,19.6
OITEM000106,ORD002011,PROD0066,3,790.53,10.6
OITEM000107,ORD002840,PROD0168,1,662.5,20.0
OITEM000108,ORD002840,PROD0178,2,1222.11,26.4
OITEM000109,ORD002840,PROD0078,1,5001.25,34.0
OITEM000110,ORD001438,PROD0135,4,3014.08,20.0
OITEM000111,ORD001438,PROD0166,1,109.5,5.3
OITEM000112,ORD003178,PROD0030,1,4634.64,6.3
OITEM000113,ORD000703,PROD0004,3,29107.45,34.4
OITEM000114,ORD000703,PROD0133,1,3282.32,49.3
OITEM000115,ORD000703,PROD0039,3,21347.16,34.7
OITEM000116,ORD002725,PROD0166,2,107.18,9.5
OITEM000117,ORD001166,PROD0034,2,20441.68,15.4
OITEM000118,ORD001166,PROD0051,2,4798.89,49.3
OITEM000119,ORD001166,PROD0118,1,583.89,45.7
OITEM000120,ORD000143,PROD0114,1,14524.69,39.9
OITEM000121,ORD000796,PROD0066,2,756.17,15.3
OITEM000122,ORD000796,PROD0063,2,2040.27,35.7
OITEM000123,ORD002120,PROD0112,3,6554.18,33.6
OITEM000124,ORD002120,PROD0167,5,425.2,17.3
OITEM000125,ORD002197,PROD0092,5,5487.82,31.5
OITEM000126,ORD003059,PROD0122,2,1902.95,37.2
OITEM000127,ORD003059,PROD0112,2,6227.87,15.2
OITEM000128,ORD000790,PROD0041,3,5277.91,42.3
OITEM000129,ORD000052,PROD0119,1,1841.99,12.6
OITEM000130,ORD001294,PROD0119,1,1752.2,28.0
OITEM000131,ORD001294,PROD0192,1,868.32,16.8
OITEM000132,ORD001294,PROD0066,2,756.01,27.1
OITEM000133,ORD001294,PROD0131,1,2852.43,9.6
OITEM000134,ORD000747,PROD0029,1,2315.3,45.1
OITEM000135,ORD000747,PROD0135,1,3010.98,42.0
OITEM000136,ORD000639,PROD0166,5,111.45,15.5
OITEM000137,ORD000639,PROD0119,1,1824.53,6.8
OITEM000138,ORD000385,PROD0031,2,5425.58,29.9
OITEM000139,ORD002589,PROD0099,1,1028.35,33.1
OITEM000140,ORD002365,PROD0141,3,562.49,15.8
OITEM000141,ORD002365,PROD0113,1,7796.73,40.8
OITEM000142,ORD002365,PROD0166,1,108.55,15.4
OITEM000143,ORD001762,PROD0165,1,215.05,46.2
OITEM000144,ORD001762,PROD0118,1,545.14,20.5
OITEM000145,ORD001762,PROD0119,1,1801.86,28.4
OITEM000146,ORD000508,PROD0112,1,6118.39,7.9
OITEM000147,ORD003090,PROD0085,2,2819.9,26.2
OITEM000148,ORD003090,PROD0120,1,3029.31,33.8
OITEM000149,ORD000520,PROD0166,2,105.48,18.6
OITEM000150,ORD000520,PROD0041,3,5088.96,15.2
OITEM000151,ORD001169,PROD0132,1,200.69,12.7
OITEM000152,ORD001169,PROD0135,1,2889.26,12.2
OITEM000153,ORD001169,PROD0048,3,596.46,12.5
OITEM000154,ORD001333,PROD0121,1,3400.8,10.3
OITEM000155,ORD002607,PROD0171,1,38.72,29.4
OITEM000156,ORD002607,PROD0142,2,3115.66,37.6
OITEM000157,ORD001396,PROD0063,1,2176.09,16.8
OITEM000158,ORD001396,PROD0004,1,27990.26,43.7
OITEM000159,ORD001396,PROD0118,3,564.85,31.1
OITEM000160,ORD001396,PROD0131,1,3054.25,42.4
OITEM000161,ORD002885,PROD0118,1,550.14,19.3
OITEM000162,ORD001662,PROD0185,3,7459.84,49.3
OITEM000163,ORD000526,PROD0130,1,3696.42,23.1
OITEM000164,ORD002331,PROD0004,2,26792.13,35.6
OITEM000165,ORD002331,PROD0119,4,1832.66,42.0
OITEM000166,ORD002331,PROD0112,1,5992.5,22.9
OITEM000167,ORD002331,PROD0166,1,107.38,22.3
OITEM000168,ORD000446,PROD0192,4,847.89,26.6
OITEM000169,ORD002368,PROD0165,1,214.1,21.9
OITEM000170,ORD002368,PROD0068,3,3685.88,9.9
OITEM000171,ORD000378,PROD0085,2,2646.49,11.5
OITEM000172,ORD000248,PROD0003,1,33680.32,49.0
OITEM000173,ORD000248,PROD0066,1,822.48,7.0
OITEM000174,ORD000549,PROD0172,1,1052.57,37.6
OITEM000175,ORD000549,PROD0161,1,16389.51,45.9
OITEM000176,ORD000549,PROD0031,5,5244.03,17.7
OITEM000177,ORD001347,PROD0023,2,8431.99,13.6
OITEM000178,ORD001347,PROD0131,1,2988.77,48.0
OITEM000179,ORD001347,PROD0116,1,11581.51,15.9
OITEM000180,ORD001347,PROD0104,1,11596.61,27.1
OITEM000181,ORD001722,PROD0132,1,210.17,40.4
OITEM000182,ORD001722,PROD0119,1,1757.15,20.8
OITEM000183,ORD001722,PROD0028,1,53470.54,30.5
OITEM000184,ORD002777,PROD0131,1,3093.49,27.0
OITEM000185,ORD001583,PROD0114,1,14833.46,41.9
OITEM000186,ORD001583,PROD0111,1,3597.87,40.4
OITEM000187,ORD001583,PROD0119,1,1780.01,33.5
OITEM000188,ORD002899,PROD0166,3,108.15,21.5
OITEM000189,ORD002899,PROD0183,2,978.14,21.4
OITEM000190,ORD002899,PROD0002,1,37952.73,25.9
OITEM000191,ORD002641,PROD0112,2,6461.38,16.4
OITEM000192,ORD002641,PROD0047,3,3140.16,13.7
OITEM000193,ORD002641,PROD0156,5,16608.74,44.1
OITEM000194,ORD002641,PROD0142,3,3376.18,29.4
OITEM000195,ORD000469,PROD0118,1,580.24,34.1
OITEM000196,ORD000469,PROD0021,1,45907.68,12.7
OITEM000197,ORD001057,PROD0040,5,2777.92,11.9
OITEM000198,ORD002309,PROD0119,1,1822.05,40.7
OITEM000199,ORD000501,PROD0057,2,2699.21,8.7
OITEM000200,ORD000501,PROD0065,2,3649.63,13.4
OITEM000201,ORD000501,PROD0175,2,463.49,19.7
OITEM000202,ORD001941,PROD0166,1,113.16,8.7
OITEM000203,ORD001941,PROD0066,1,804.06,45.9
OITEM000204,ORD001941,PROD0028,1,50912.2,27.5
OITEM000205,ORD002918,PROD0066,3,813.4,48.8
OITEM000206,ORD002918,PROD0128,2,1053.52,22.7
OITEM000207,ORD002141,PROD0103,4,13142.28,42.6
OITEM000208,ORD002141,PROD0199,3,7956.14,25.7
OITEM000209,ORD001689,PROD0068,1,3365.82,27.7
OITEM000210,ORD002215,PROD0192,1,854.36,24.1
OITEM000211,ORD002215,PROD0172,3,988.67,28.6
OITEM000212,ORD001139,PROD0166,2,105.43,24.6
OITEM000213,ORD001139,PROD0152,1,8875.41,26.9
OITEM000214,ORD001016,PROD0063,2,2155.85,16.0
OITEM000215,ORD002264,PROD0166,4,104.1,33.2
OITEM000216,ORD002558,PROD0060,1,3773.01,11.2
OITEM000217,ORD002494,PROD0046,1,2580.35,6.6
OITEM000218,ORD002494,PROD0116,1,11591.99,38.3
OITEM000219,ORD001034,PROD0150,1,17648.19,28.1
OITEM000220,ORD001072,PROD0064,1,579.28,24.9
OITEM000221,ORD001072,PROD0031,1,5424.44,32.9
OITEM000222,ORD002980,PROD0133,2,3237.77,44.3
OITEM000223,ORD002980,PROD0131,1,2952.92,39.4
OITEM000224,ORD000261,PROD0024,2,20799.53,39.1
OITEM000225,ORD000261,PROD0166,1,114.42,31.9
OITEM000226,ORD000572,PROD0066,2,760.34,26.6
OITEM000227,ORD002877,PROD0119,2,1845.07,45.7
OITEM000228,ORD002135,PROD0182,1,272.25,12.2
OITEM000229,ORD003076,PROD0078,2,4861.34,38.7
OITEM000230,ORD002113,PROD0031,5,5244.18,10.3
OITEM000231,ORD002113,PROD0166,1,114.48,15.4
OITEM000232,ORD002157,PROD0131,1,3077.21,46.8
OITEM000233,ORD000587,PROD0121,1,3180.32,45.8
OITEM000234,ORD000587,PROD0166,5,113.85,45.6
OITEM000235,ORD001485,PROD0164,5,9424.91,26.3
OITEM000236,ORD003171,PROD0116,3,11637.89,41.1
OITEM000237,ORD003171,PROD0066,3,764.24,33.2
OITEM000238,ORD001706,PROD0063,2,2190.75,29.6
OITEM000239,ORD001961,PROD0028,1,50037.33,34.8
OITEM000240,ORD001961,PROD0102,1,11902.38,14.3
OITEM000241,ORD002673,PROD0166,1,113.5,38.8
OITEM000242,ORD002673,PROD0135,1,2840.53,22.5
OITEM000243,ORD002107,PROD0173,1,161.47,21.1
OITEM000244,ORD002107,PROD0166,2,107.17,45.6
OITEM000245,ORD002523,PROD0121,2,3254.29,38.4
OITEM000246,ORD002523,PROD0166,1,106.39,21.4
OITEM000247,ORD002523,PROD0114,1,15226.83,39.0
OITEM000248,ORD002523,PROD0050,1,4496.21,30.7
OITEM000249,ORD002252,PROD0102,3,10945.39,43.1
OITEM000250,ORD002252,PROD0177,2,1292.44,47.2
OITEM000251,ORD002252,PROD0050,3,4529.61,30.6
OITEM000252,ORD000871,PROD0173,1,166.46,25.1
OITEM000253,ORD001163,PROD0101,1,16612.43,31.5
OITEM000254,ORD001163,PROD0020,1,18849.16,16.0
OITEM000255,ORD001608,PROD0029,1,2362.61,13.2
OITEM000256,ORD001608,PROD0172,3,953.92,44.4
OITEM000257,ORD000817,PROD0047,4,3023.13,16.1
OITEM000258,ORD000817,PROD0064,1,589.39,18.4
OITEM000259,ORD000725,PROD0024,2,21263.32,8.1
OITEM000260,ORD000725,PROD0150,1,18578.19,44.7
OITEM000261,ORD003135,PROD0188,1,4428.58,24.9
OITEM000262,ORD003135,PROD0104,5,11306.15,9.3
OITEM000263,ORD003135,PROD0133,2,3255.53,29.2
OITEM000264,ORD001224,PROD0031,4,5232.13,39.3
OITEM000265,ORD001224,PROD0118,1,593.1,17.8
OITEM000266,ORD001791,PROD0004,2,27234.73,15.4
OITEM000267,ORD002879,PROD0166,1,108.31,25.5
OITEM000268,ORD002879,PROD0128,2,1043.85,21.4
OITEM000269,ORD001285,PROD0135,3,2861.12,26.9
OITEM000270,ORD001285,PROD0119,1,1752.58,12.4
OITEM000271,ORD001285,PROD0068,1,3633.43,28.7
OITEM000272,ORD000453,PROD0119,1,1868.47,5.7
OITEM000273,ORD000453,PROD0166,2,108.65,30.1
OITEM000274,ORD002432,PROD0040,2,2774.2,20.3
OITEM000275,ORD002432,PROD0121,1,3314.42,23.4
OITEM000276,ORD000524,PROD0052,2,2812.37,20.9
OITEM000277,ORD000524,PROD0149,2,5947.28,26.3
OITEM000278,ORD002643,PROD0087,1,12579.59,18.5
OITEM000279,ORD002643,PROD0048,3,629.88,14.1
OITEM000280,ORD001263,PROD0112,1,6019.55,5.4
OITEM000281,ORD001263,PROD0172,1,1024.32,40.4
OITEM000282,ORD001263,PROD0131,3,2925.17,10.9
OITEM000283,ORD001263,PROD0132,1,199.44,23.4
OITEM000284,ORD002150,PROD0135,1,2827.83,42.7
OITEM000285,ORD001496,PROD0176,1,1274.35,18.1
OITEM000286,ORD000382,PROD0138,2,1756.27,39.1
OITEM000287,ORD001590,PROD0165,2,220.03,45.0
OITEM000288,ORD002646,PROD0048,1,614.21,48.0
OITEM000289,ORD002646,PROD0086,2,8643.6,27.8
OITEM000290,ORD001566,PROD0173,1,173.5,15.3
OITEM000291,ORD001754,PROD0068,1,3448.97,48.5
OITEM000292,ORD001068,PROD0166,3,109.19,26.2
OITEM000293,ORD001068,PROD0121,1,3365.95,10.8
OITEM000294,ORD001667,PROD0119,1,1721.75,21.9
OITEM000295,ORD001667,PROD0166,3,110.84,17.6
OITEM000296,ORD001667,PROD0175,2,468.55,11.0
OITEM000297,ORD002124,PROD0119,1,1731.57,8.9
OITEM000298,ORD002124,PROD0180,1,585.19,38.9
OITEM000299,ORD002124,PROD0066,1,794.81,8.0
OITEM000300,ORD001039,PROD0119,1,1876.12,25.2
OITEM000301,ORD001039,PROD0064,1,578.57,46.9
OITEM000302,ORD001002,PROD0025,2,23515.98,28.1
OITEM000303,ORD002068,PROD0024,1,22520.2,43.5
OITEM000304,ORD002068,PROD0064,3,552.54,21.2
OITEM000305,ORD000859,PROD0039,1,19985.65,19.1
OITEM000306,ORD000859,PROD0024,2,21854.92,40.5
OITEM000307,ORD002552,PROD0119,1,1797.47,42.9
OITEM000308,ORD002552,PROD0082,1,2048.87,34.3
OITEM000309,ORD001899,PROD0166,1,113.39,9.8
OITEM000310,ORD000298,PROD0119,2,1841.26,19.6
OITEM000311,ORD000298,PROD0064,2,548.71,14.7
OITEM000312,ORD002961,PROD0084,1,2319.72,14.4
OITEM000313,ORD002961,PROD0119,1,1851.78,13.6
OITEM000314,ORD002961,PROD0166,1,113.89,6.2
OITEM000315,ORD002516,PROD0119,1,1831.33,19.4
OITEM000316,ORD001589,PROD0128,4,1031.03,15.0
OITEM000317,ORD001591,PROD0047,3,3144.05,23.2
OITEM000318,ORD001591,PROD0136,2,3088.48,43.4
OITEM000319,ORD001591,PROD0051,1,4957.55,26.8
OITEM000320,ORD001591,PROD0025,3,23436.58,12.5
OITEM000321,ORD002416,PROD0119,1,1830.57,22.6
OITEM000322,ORD000903,PROD0060,2,4141.43,25.6
OITEM000323,ORD000903,PROD0128,2,1086.17,31.6
OITEM000324,ORD000903,PROD0133,1,3348.94,18.5
OITEM000325,ORD000903,PROD0095,1,6794.81,6.9
OITEM000326,ORD001883,PROD0128,1,1116.36,44.2
OITEM000327,ORD001883,PROD0125,4,2754.92,36.4
OITEM000328,ORD001883,PROD0119,2,1758.43,29.0
OITEM000329,ORD000973,PROD0119,1,1768.81,47.7
OITEM000330,ORD002263,PROD0166,1,107.89,35.4
OITEM000331,ORD002263,PROD0128,1,1128.34,44.4
OITEM000332,ORD001181,PROD0128,2,1127.56,6.9
OITEM000333,ORD001181,PROD0173,1,174.42,25.7
OITEM000334,ORD001181,PROD0078,1,4856.88,26.1
OITEM000335,ORD001733,PROD0004,2,27719.43,40.9
OITEM000336,ORD001733,PROD0064,2,601.7,16.5
OITEM000337,ORD001733,PROD0002,3,38024.5,30.8
OITEM000338,ORD002406,PROD0173,2,165.39,6.8
OITEM000339,ORD002406,PROD0132,1,203.83,12.5
OITEM000340,ORD002239,PROD0031,3,5428.54,49.5
OITEM000341,ORD001712,PROD0119,1,1880.97,37.3
OITEM000342,ORD000076,PROD0028,1,53234.6,9.1
OITEM000343,ORD000076,PROD0166,1,104.52,27.9
OITEM000344,ORD002855,PROD0063,1,2086.82,18.5
OITEM000345,ORD002855,PROD0172,1,1005.77,17.3
OITEM000346,ORD000645,PROD0160,1,15274.41,22.2
OITEM000347,ORD002298,PROD0132,2,214.52,25.3
OITEM000348,ORD002298,PROD0076,4,583.81,40.8
OITEM000349,ORD000765,PROD0066,1,790.48,36.5
OITEM000350,ORD000719,PROD0133,2,3347.74,21.3
OITEM000351,ORD000719,PROD0196,1,9711.82,40.5
OITEM000352,ORD000719,PROD0064,1,577.91,34.5
OITEM000353,ORD000926,PROD0050,2,4357.09,44.4
OITEM000354,ORD000926,PROD0011,1,16503.48,38.9
OITEM000355,ORD001703,PROD0135,1,2859.61,33.5
OITEM000356,ORD001975,PROD0132,1,213.09,25.2
OITEM000357,ORD000840,PROD0138,2,1770.7,12.3
OITEM000358,ORD000840,PROD0065,3,3609.77,36.0
OITEM000359,ORD000840,PROD0066,2,831.35,47.4
OITEM000360,ORD002751,PROD0136,2,2881.97,26.1
OITEM000361,ORD000729,PROD0166,1,113.34,32.4
OITEM000362,ORD002250,PROD0084,1,2312.65,47.4
OITEM000363,ORD000666,PROD0126,1,612.56,19.6
OITEM000364,ORD000141,PROD0135,1,2817.44,26.9
OITEM000365,ORD000141,PROD0066,3,760.0,37.3
OITEM000366,ORD000141,PROD0116,2,12693.64,47.3
OITEM000367,ORD003058,PROD0119,1,1827.8,37.6
OITEM000368,ORD003058,PROD0192,3,920.12,31.3
OITEM000369,ORD001233,PROD0197,1,7930.41,33.8
OITEM000370,ORD001233,PROD0028,1,52173.94,14.3
OITEM000371,ORD001682,PROD0031,1,5525.1,27.0
OITEM000372,ORD001682,PROD0063,1,2207.97,22.5
OITEM000373,ORD001582,PROD0135,3,3069.01,15.3
OITEM000374,ORD001582,PROD0170,1,116.23,11.4
OITEM000375,ORD002538,PROD0125,1,2888.24,24.5
OITEM000376,ORD002538,PROD0019,1,32310.68,24.9
OITEM000377,ORD002039,PROD0078,4,4952.59,23.6
OITEM000378,ORD001639,PROD0131,1,3104.7,24.8
OITEM000379,ORD001297,PROD0119,1,1745.74,28.8
OITEM000380,ORD001297,PROD0031,1,5546.99,17.6
OITEM000381,ORD001297,PROD0121,3,3158.94,12.7
OITEM000382,ORD000395,PROD0047,1,3113.25,20.8
OITEM000383,ORD002140,PROD0166,2,110.05,45.4
OITEM000384,ORD002045,PROD0066,3,783.06,17.4
OITEM000385,ORD002045,PROD0181,1,901.31,32.6
OITEM000386,ORD002045,PROD0009,2,18696.56,45.3
OITEM000387,ORD001307,PROD0048,1,600.11,9.0
OITEM000388,ORD001307,PROD0173,1,168.66,11.2
OITEM000389,ORD001761,PROD0064,3,582.05,39.3
OITEM000390,ORD000204,PROD0060,1,4152.65,44.6
OITEM000391,ORD002180,PROD0178,1,1243.09,36.8
OITEM000392,ORD002740,PROD0066,1,811.11,5.5
OITEM000393,ORD002740,PROD0118,1,563.97,34.9
OITEM000394,ORD002560,PROD0087,1,12558.53,10.2
OITEM000395,ORD002144,PROD0021,1,47980.4,36.9
OITEM000396,ORD000083,PROD0031,1,5350.63,47.8
OITEM000397,ORD000133,PROD0139,2,1635.14,31.1
OITEM000398,ORD000133,PROD0119,1,1753.87,47.5
OITEM000399,ORD000133,PROD0095,1,6864.69,10.2
OITEM000400,ORD000133,PROD0068,1,3654.56,42.5
OITEM000401,ORD001023,PROD0166,1,111.98,30.5
OITEM000402,ORD000007,PROD0047,1,3139.28,22.9
OITEM000403,ORD000073,PROD0074,1,602.61,47.8
OITEM000404,ORD000598,PROD0035,1,22639.78,31.9
OITEM000405,ORD000598,PROD0047,1,3121.12,10.0
OITEM000406,ORD000598,PROD0166,2,114.08,31.5
OITEM000407,ORD000598,PROD0076,1,590.86,39.1
OITEM000408,ORD000920,PROD0060,1,4058.7,49.2
OITEM000409,ORD001148,PROD0173,1,174.86,40.9
OITEM000410,ORD002749,PROD0172,2,997.65,26.0
OITEM000411,ORD002604,PROD0047,2,3007.83,32.2
OITEM000412,ORD000212,PROD0064,3,549.8,49.5
OITEM000413,ORD000212,PROD0108,1,15129.52,12.6
OITEM000414,ORD000959,PROD0119,2,1757.84,36.0
OITEM000415,ORD000959,PROD0144,1,1101.46,11.6
OITEM000416,ORD001734,PROD0166,2,113.18,13.6
OITEM000417,ORD001734,PROD0084,1,2256.48,22.9
OITEM000418,ORD001416,PROD0084,1,2142.7,23.7
OITEM000419,ORD000482,PROD0173,2,165.52,28.9
OITEM000420,ORD001915,PROD0063,3,2121.04,21.4
OITEM000421,ORD001915,PROD0176,2,1166.67,5.3
OITEM000422,ORD000930,PROD0047,1,3175.71,41.8
OITEM000423,ORD000930,PROD0121,1,3248.81,46.9
OITEM000424,ORD000313,PROD0142,1,3158.75,26.8
OITEM000425,ORD000313,PROD0066,3,819.11,23.7
OITEM000426,ORD000313,PROD0118,3,539.03,12.8
OITEM000427,ORD002304,PROD0009,1,19726.79,24.1
OITEM000428,ORD002304,PROD0078,4,4731.76,44.1
OITEM000429,ORD002999,PROD0025,1,24086.44,35.2
OITEM000430,ORD002962,PROD0031,1,5445.51,43.6
OITEM000431,ORD002324,PROD0050,1,4604.88,36.6
OITEM000432,ORD002318,PROD0119,1,1842.94,42.3
OITEM000433,ORD001675,PROD0075,1,2343.5,23.1
OITEM000434,ORD001675,PROD0118,1,557.47,39.2
OITEM000435,ORD002305,PROD0176,3,1205.01,29.6
OITEM000436,ORD002305,PROD0065,1,3697.01,22.9
OITEM000437,ORD002871,PROD0200,3,3730.85,35.4
OITEM000438,ORD001868,PROD0116,3,12568.33,12.2
OITEM000439,ORD001511,PROD0066,2,756.51,43.5
OITEM000440,ORD003136,PROD0133,1,3267.95,11.3
OITEM000441,ORD001284,PROD0166,1,104.18,8.1
OITEM000442,ORD001284,PROD0128,2,1086.28,10.0
OITEM000443,ORD001063,PROD0118,4,542.76,10.7
OITEM000444,ORD001063,PROD0128,3,1067.14,45.8
OITEM000445,ORD001063,PROD0190,2,5061.8,36.9
OITEM000446,ORD002907,PROD0031,1,5319.48,27.9
OITEM000447,ORD002907,PROD0155,1,12539.12,47.9
OITEM000448,ORD002907,PROD0108,2,14783.48,41.6
OITEM000449,ORD003039,PROD0119,1,1860.16,43.2
OITEM000450,ORD003039,PROD0166,1,108.52,44.1
OITEM000451,ORD000093,PROD0154,1,11321.95,27.3
OITEM000452,ORD002168,PROD0135,1,2880.61,8.9
OITEM000453,ORD000235,PROD0141,2,548.86,46.3
OITEM000454,ORD002129,PROD0155,3,11705.6,37.2
OITEM000455,ORD002129,PROD0031,2,5420.48,23.6
OITEM000456,ORD001922,PROD0142,1,3306.49,45.5
OITEM000457,ORD000031,PROD0066,3,822.38,28.2
OITEM000458,ORD000744,PROD0050,1,4454.72,42.6
OITEM000459,ORD002227,PROD0152,1,8759.83,22.4
OITEM000460,ORD002227,PROD0068,1,3678.12,14.3
OITEM000461,ORD002227,PROD0144,1,1174.01,40.4
OITEM000462,ORD002227,PROD0066,1,778.66,46.3
OITEM000463,ORD000475,PROD0118,1,553.54,7.2
OITEM000464,ORD001997,PROD0024,1,22392.16,20.4
OITEM000465,ORD002437,PROD0173,2,174.48,44.8
OITEM000466,ORD001750,PROD0072,2,579.76,26.7
OITEM000467,ORD001090,PROD0194,1,9466.76,37.7
OITEM000468,ORD000690,PROD0030,1,4678.43,5.7
OITEM000469,ORD000722,PROD0068,3,3420.54,32.4
