order_id,customer_id,order_date,order_status,shipping_city,shipping_state,region
ORD002218,CUST00329,2024-06-06 15:46:00,Delivered,Chennai,Tamil Nadu,South
ORD000809,CUST00400,2024-06-06 20:51:00,Returned,Surat,Gujarat,West
ORD002807,CUST00126,2024-06-06 21:18:00,Returned,Gurugram,Haryana,North
ORD001088,CUST00044,2024-06-07 09:13:00,Delivered,Mysuru,Karnataka,South
ORD000097,CUST00128,2024-06-07 10:49:00,Delivered,Kolkata,West Bengal,East
ORD000571,CUST00385,2024-06-07 16:05:00,Delivered,Surat,Gujarat,West
ORD001401,CUST00046,2024-06-08 08:07:00,Pending,Jaipur,Rajasthan,North
ORD001329,CUST00418,2024-06-08 13:15:00,Delivered,Mumbai,Maharashtra,West
ORD002728,CUST00455,2024-06-08 15:33:00,Delivered,Delhi,Delhi,North
ORD002611,CUST00206,2024-06-08 17:27:00,Delivered,Bhubaneswar,Odisha,East
ORD001107,CUST00273,2024-06-09 08:04:00,Delivered,Thiruvananthapuram,Kerala,South
ORD001721,CUST00128,2024-06-09 09:21:00,Delivered,Kolkata,West Bengal,East
ORD000173,CUST00034,2024-06-09 16:34:00,Returned,Kochi,Kerala,South
ORD001964,CUST00444,2024-06-09 17:25:00,Returned,Pune,Maharashtra,West
ORD002011,CUST00356,2024-06-09 18:33:00,Delivered,Bhubaneswar,Odisha,East
ORD002840,CUST00233,2024-06-09 19:54:00,Delivered,Bhopal,Madhya Pradesh,Central
ORD001438,CUST00005,2024-06-09 20:06:00,Delivered,Mumbai,Maharashtra,West
ORD003178,CUST00337,2024-06-09 22:30:00,Returned,Kolkata,West Bengal,East
ORD000703,CUST00480,2024-06-10 08:12:00,Cancelled,Delhi,Delhi,North
ORD002725,CUST00254,2024-06-10 08:41:00,Delivered,Jaipur,Rajasthan,North
ORD001166,CUST00017,2024-06-10 08:44:00,Returned,Coimbatore,Tamil Nadu,South
ORD000143,CUST00207,2024-06-10 15:00:00,Delivered,Hyderabad,Telangana,South
ORD000796,CUST00095,2024-06-10 18:34:00,Delivered,Mumbai,Maharashtra,West
ORD002120,CUST00312,2024-06-10 18:37:00,Delivered,Mysuru,Karnataka,South
ORD002197,CUST00101,2024-06-10 21:27:00,Delivered,Chennai,Tamil Nadu,South
ORD003059,CUST00186,2024-06-10 22:57:00,Pending,Kolkata,West Bengal,East
ORD000790,CUST00361,2024-06-11 08:02:00,Cancelled,Mysuru,Karnataka,South
ORD000052,CUST00174,2024-06-11 08:36:00,Cancelled,Gurugram,Haryana,North
ORD001294,CUST00465,2024-06-11 10:02:00,Cancelled,Pune,Maharashtra,West
ORD000747,CUST00191,2024-06-11 11:24:00,Returned,Gurugram,Haryana,North
ORD000639,CUST00088,2024-06-11 12:37:00,Delivered,Thiruvananthapuram,Kerala,South
ORD000385,CUST00073,2024-06-11 12:40:00,Delivered,Surat,Gujarat,West
ORD002589,CUST00332,2024-06-11 12:54:00,Cancelled,Kochi,Kerala,South
ORD002365,CUST00149,2024-06-11 15:03:00,Delivered,Bengaluru,Karnataka,South
ORD001762,CUST00499,2024-06-11 16:18:00,Delivered,Pune,Maharashtra,West
ORD000508,CUST00496,2024-06-11 20:57:00,Delivered,Ahmedabad,Gujarat,West
ORD003090,CUST00258,2024-06-11 21:05:00,Delivered,Pune,Maharashtra,West
ORD000520,CUST00111,2024-06-11 21:44:00,Delivered,Bhubaneswar,Odisha,East
ORD001169,CUST00199,2024-06-12 08:42:00,Delivered,Chennai,Tamil Nadu,South
ORD001333,CUST00129,2024-06-12 16:43:00,Delivered,Kochi,Kerala,South
ORD002607,CUST00182,2024-06-12 16:52:00,Pending,Hyderabad,Telangana,South
ORD001396,CUST00353,2024-06-13 12:31:00,Delivered,Delhi,Delhi,North
ORD002885,CUST00221,2024-06-13 16:52:00,Pending,Mysuru,Karnataka,South
ORD001662,CUST00319,2024-06-13 18:33:00,Delivered,Chandigarh,Punjab,North
ORD000526,CUST00179,2024-06-13 20:22:00,Delivered,Hyderabad,Telangana,South
ORD002331,CUST00019,2024-06-14 09:27:00,Delivered,Mumbai,Maharashtra,West
ORD000446,CUST00363,2024-06-14 13:45:00,Delivered,Bhubaneswar,Odisha,East
ORD002368,CUST00213,2024-06-14 13:57:00,Delivered,Hyderabad,Telangana,South
ORD000378,CUST00080,2024-06-14 14:57:00,Delivered,Ahmedabad,Gujarat,West
ORD000248,CUST00201,2024-06-14 15:56:00,Delivered,Delhi,Delhi,North
ORD000549,CUST00022,2024-06-15 08:27:00,Delivered,Bengaluru,Karnataka,South
ORD001347,CUST00485,2024-06-15 08:55:00,Delivered,Bhubaneswar,Odisha,East
ORD001722,CUST00354,2024-06-15 11:07:00,Delivered,Noida,Uttar Pradesh,North
ORD002777,CUST00105,2024-06-15 12:00:00,Delivered,Thiruvananthapuram,Kerala,South
ORD001583,CUST00088,2024-06-15 17:52:00,Delivered,Thiruvananthapuram,Kerala,South
ORD002899,CUST00207,2024-06-15 19:08:00,Delivered,Hyderabad,Telangana,South
ORD002641,CUST00399,2024-06-15 19:16:00,Delivered,Chennai,Tamil Nadu,South
ORD000469,CUST00251,2024-06-15 20:22:00,Returned,Chandigarh,Punjab,North
ORD001057,CUST00363,2024-06-16 21:34:00,Delivered,Bhubaneswar,Odisha,East
ORD002309,CUST00313,2024-06-17 08:27:00,Cancelled,Ahmedabad,Gujarat,West
ORD000501,CUST00146,2024-06-17 09:02:00,Delivered,Guwahati,Assam,East
ORD001941,CUST00095,2024-06-17 11:56:00,Delivered,Mumbai,Maharashtra,West
ORD002918,CUST00249,2024-06-17 11:58:00,Delivered,Thiruvananthapuram,Kerala,South
ORD002141,CUST00495,2024-06-17 12:47:00,Delivered,Coimbatore,Tamil Nadu,South
ORD001689,CUST00101,2024-06-17 12:49:00,Delivered,Chennai,Tamil Nadu,South
ORD002215,CUST00405,2024-06-17 13:09:00,Cancelled,Mumbai,Maharashtra,West
ORD001139,CUST00324,2024-06-17 14:25:00,Delivered,Ahmedabad,Gujarat,West
ORD001016,CUST00001,2024-06-17 15:31:00,Delivered,Hyderabad,Telangana,South
ORD002264,CUST00405,2024-06-17 16:57:00,Delivered,Mumbai,Maharashtra,West
ORD002558,CUST00356,2024-06-18 08:48:00,Cancelled,Bhubaneswar,Odisha,East
ORD002494,CUST00128,2024-06-18 12:05:00,Delivered,Kolkata,West Bengal,East
ORD001034,CUST00102,2024-06-18 13:33:00,Delivered,Mysuru,Karnataka,South
ORD001072,CUST00196,2024-06-18 15:32:00,Delivered,Bengaluru,Karnataka,South
ORD002980,CUST00260,2024-06-18 17:30:00,Cancelled,Bhopal,Madhya Pradesh,Central
ORD000261,CUST00113,2024-06-18 18:15:00,Delivered,Mumbai,Maharashtra,West
ORD000572,CUST00405,2024-06-18 20:34:00,Delivered,Thiruvananthapuram,Kerala,South
ORD002877,CUST00476,2024-06-18 21:55:00,Delivered,Chennai,Tamil Nadu,South
ORD002135,CUST00447,2024-06-18 22:27:00,Delivered,Kochi,Kerala,South
ORD003076,CUST00140,2024-06-19 14:05:00,Pending,Pune,Maharashtra,West
ORD002113,CUST00020,2024-06-19 15:19:00,Delivered,Kolkata,West Bengal,East
ORD002157,CUST00148,2024-06-19 20:00:00,Cancelled,Ahmedabad,Gujarat,West
ORD000587,CUST00426,2024-06-20 09:18:00,Cancelled,Bengaluru,Karnataka,South
ORD001485,CUST00296,2024-06-20 10:35:00,Cancelled,Bhopal,Madhya Pradesh,Central
ORD003171,CUST00226,2024-06-20 13:33:00,Delivered,Indore,Madhya Pradesh,Central
ORD001706,CUST00473,2024-06-21 11:30:00,Delivered,Bhubaneswar,Odisha,East
ORD001961,CUST00331,2024-06-21 13:31:00,Delivered,Lucknow,Uttar Pradesh,North
ORD002673,CUST00055,2024-06-21 14:20:00,Delivered,Kochi,Kerala,South
ORD002107,CUST00133,2024-06-21 15:27:00,Delivered,Mysuru,Karnataka,South
ORD002523,CUST00175,2024-06-21 20:08:00,Delivered,Nagpur,Maharashtra,West
ORD002252,CUST00078,2024-06-21 21:34:00,Delivered,Mysuru,Karnataka,South
ORD000871,CUST00446,2024-06-21 22:26:00,Delivered,Jaipur,Rajasthan,North
ORD001163,CUST00494,2024-06-22 08:30:00,Delivered,Indore,Madhya Pradesh,Central
ORD001608,CUST00186,2024-06-22 11:30:00,Delivered,Kolkata,West Bengal,East
ORD000817,CUST00443,2024-06-22 12:17:00,Delivered,Nagpur,Maharashtra,West
ORD000725,CUST00175,2024-06-22 13:26:00,Delivered,Nagpur,Maharashtra,West
ORD003135,CUST00092,2024-06-22 14:11:00,Delivered,Hyderabad,Telangana,South
ORD001224,CUST00021,2024-06-22 14:36:00,Delivered,Gurugram,Haryana,North
ORD001791,CUST00221,2024-06-22 16:23:00,Delivered,Mysuru,Karnataka,South
ORD002879,CUST00458,2024-06-22 16:59:00,Returned,Mysuru,Karnataka,South
ORD001285,CUST00049,2024-06-22 17:37:00,Delivered,Lucknow,Uttar Pradesh,North
ORD000453,CUST00155,2024-06-22 18:14:00,Delivered,Mumbai,Maharashtra,West
ORD002432,CUST00254,2024-06-22 18:59:00,Delivered,Jaipur,Rajasthan,North
ORD000524,CUST00195,2024-06-22 19:41:00,Delivered,Pune,Maharashtra,West
ORD002643,CUST00410,2024-06-22 20:09:00,Delivered,Lucknow,Uttar Pradesh,North
ORD001263,CUST00247,2024-06-22 20:10:00,Delivered,Bengaluru,Karnataka,South
ORD002150,CUST00111,2024-06-22 20:48:00,Delivered,Bhubaneswar,Odisha,East
ORD001496,CUST00480,2024-06-22 20:57:00,Returned,Delhi,Delhi,North
ORD000382,CUST00241,2024-06-22 21:53:00,Delivered,Jaipur,Rajasthan,North
ORD001590,CUST00059,2024-06-23 08:25:00,Returned,Mumbai,Maharashtra,West
ORD002646,CUST00251,2024-06-23 10:17:00,Delivered,Coimbatore,Tamil Nadu,South
ORD001566,CUST00331,2024-06-23 11:55:00,Delivered,Lucknow,Uttar Pradesh,North
ORD001754,CUST00336,2024-06-23 12:57:00,Delivered,Kolkata,West Bengal,East
ORD001068,CUST00017,2024-06-23 14:05:00,Delivered,Coimbatore,Tamil Nadu,South
ORD001667,CUST00219,2024-06-23 16:27:00,Delivered,Chennai,Tamil Nadu,South
ORD002124,CUST00277,2024-06-23 16:45:00,Delivered,Noida,Uttar Pradesh,North
ORD001039,CUST00122,2024-06-23 17:54:00,Delivered,Raipur,Chhattisgarh,Central
ORD001002,CUST00179,2024-06-23 17:57:00,Cancelled,Hyderabad,Telangana,South
ORD002068,CUST00351,2024-06-23 18:20:00,Delivered,Coimbatore,Tamil Nadu,South
ORD000859,CUST00080,2024-06-23 18:31:00,Pending,Ahmedabad,Gujarat,West
ORD002552,CUST00163,2024-06-23 19:30:00,Delivered,Bengaluru,Karnataka,South
ORD001899,CUST00382,2024-06-23 20:38:00,Returned,Raipur,Chhattisgarh,Central
ORD000298,CUST00161,2024-06-23 21:30:00,Returned,Chennai,Tamil Nadu,South
ORD002961,CUST00035,2024-06-23 21:54:00,Delivered,Hyderabad,Telangana,South
ORD002516,CUST00356,2024-06-23 21:54:00,Delivered,Bhubaneswar,Odisha,East
ORD001589,CUST00494,2024-06-24 11:16:00,Cancelled,Indore,Madhya Pradesh,Central
ORD001591,CUST00301,2024-06-24 12:09:00,Delivered,Lucknow,Uttar Pradesh,North
ORD002416,CUST00018,2024-06-24 12:55:00,Returned,Jaipur,Rajasthan,North
ORD000903,CUST00111,2024-06-24 14:05:00,Pending,Ahmedabad,Gujarat,West
ORD001883,CUST00495,2024-06-24 14:41:00,Cancelled,Coimbatore,Tamil Nadu,South
ORD000973,CUST00143,2024-06-24 17:36:00,Returned,Kochi,Kerala,South
ORD002263,CUST00458,2024-06-24 18:00:00,Delivered,Mysuru,Karnataka,South
ORD001181,CUST00499,2024-06-24 18:28:00,Pending,Pune,Maharashtra,West
ORD001733,CUST00400,2024-06-24 20:32:00,Delivered,Surat,Gujarat,West
ORD002406,CUST00095,2024-06-24 21:13:00,Delivered,Mumbai,Maharashtra,West
ORD002239,CUST00388,2024-06-25 10:41:00,Pending,Pune,Maharashtra,West
ORD001712,CUST00218,2024-06-25 13:50:00,Delivered,Bengaluru,Karnataka,South
ORD000076,CUST00148,2024-06-25 16:11:00,Delivered,Ahmedabad,Gujarat,West
ORD002855,CUST00449,2024-06-25 21:47:00,Delivered,Noida,Uttar Pradesh,North
ORD000645,CUST00036,2024-06-25 22:08:00,Delivered,Pune,Maharashtra,West
ORD002298,CUST00301,2024-06-25 22:46:00,Returned,Lucknow,Uttar Pradesh,North
ORD000765,CUST00435,2024-06-26 13:23:00,Delivered,Delhi,Delhi,North
ORD000719,CUST00088,2024-06-26 15:24:00,Returned,Thiruvananthapuram,Kerala,South
ORD000926,CUST00483,2024-06-26 17:52:00,Delivered,Lucknow,Uttar Pradesh,North
ORD001703,CUST00439,2024-06-26 18:26:00,Delivered,Hyderabad,Telangana,South
ORD001975,CUST00291,2024-06-27 10:28:00,Delivered,Mysuru,Karnataka,South
ORD000840,CUST00150,2024-06-27 11:10:00,Delivered,Coimbatore,Tamil Nadu,South
ORD002751,CUST00154,2024-06-27 12:51:00,Pending,Delhi,Delhi,North
ORD000729,CUST00243,2024-06-27 15:20:00,Delivered,Surat,Gujarat,West
ORD002250,CUST00092,2024-06-27 21:50:00,Delivered,Hyderabad,Telangana,South
ORD000666,CUST00172,2024-06-27 22:32:00,Cancelled,Kolkata,West Bengal,East
ORD000141,CUST00470,2024-06-28 09:00:00,Delivered,Chennai,Tamil Nadu,South
ORD003058,CUST00474,2024-06-28 12:06:00,Delivered,Kochi,Kerala,South
ORD001233,CUST00331,2024-06-28 12:41:00,Delivered,Lucknow,Uttar Pradesh,North
ORD001682,CUST00331,2024-06-28 17:23:00,Cancelled,Lucknow,Uttar Pradesh,North
ORD001582,CUST00020,2024-06-28 19:08:00,Delivered,Kolkata,West Bengal,East
ORD002538,CUST00335,2024-06-28 21:39:00,Cancelled,Surat,Gujarat,West
ORD002039,CUST00126,2024-06-29 08:04:00,Returned,Gurugram,Haryana,North
ORD001639,CUST00464,2024-06-29 09:53:00,Delivered,Mysuru,Karnataka,South
ORD001297,CUST00493,2024-06-29 11:56:00,Delivered,Pune,Maharashtra,West
ORD000395,CUST00175,2024-06-29 16:40:00,Delivered,Nagpur,Maharashtra,West
ORD002140,CUST00163,2024-06-29 17:49:00,Delivered,Bengaluru,Karnataka,South
ORD002045,CUST00396,2024-06-29 18:15:00,Cancelled,Surat,Gujarat,West
ORD001307,CUST00249,2024-06-29 19:49:00,Delivered,Indore,Madhya Pradesh,Central
ORD001761,CUST00088,2024-06-29 19:56:00,Delivered,Thiruvananthapuram,Kerala,South
ORD000204,CUST00099,2024-06-29 20:54:00,Delivered,Gurugram,Haryana,North
ORD002180,CUST00120,2024-06-29 21:33:00,Returned,Coimbatore,Tamil Nadu,South
ORD002740,CUST00333,2024-06-29 22:44:00,Delivered,Chandigarh,Punjab,North
ORD002560,CUST00067,2024-06-30 09:17:00,Delivered,Delhi,Delhi,North
ORD002144,CUST00347,2024-06-30 09:49:00,Cancelled,Nagpur,Maharashtra,West
ORD000083,CUST00494,2024-06-30 10:20:00,Delivered,Indore,Madhya Pradesh,Central
ORD000133,CUST00247,2024-06-30 10:28:00,Delivered,Noida,Uttar Pradesh,North
ORD001023,CUST00319,2024-06-30 10:54:00,Delivered,Chandigarh,Punjab,North
ORD000007,CUST00029,2024-06-30 13:01:00,Returned,Delhi,Delhi,North
ORD000073,CUST00187,2024-06-30 14:00:00,Cancelled,Gurugram,Haryana,North
ORD000598,CUST00240,2024-06-30 14:57:00,Cancelled,Bhubaneswar,Odisha,East
ORD000920,CUST00111,2024-06-30 19:33:00,Delivered,Bhubaneswar,Odisha,East
ORD001148,CUST00228,2024-06-30 19:38:00,Delivered,Kochi,Kerala,South
ORD002749,CUST00431,2024-06-30 21:14:00,Delivered,Bengaluru,Karnataka,South
ORD002604,CUST00046,2024-06-30 21:57:00,Delivered,Jaipur,Rajasthan,North
ORD000212,CUST00172,2024-06-30 22:00:00,Delivered,Noida,Uttar Pradesh,North
ORD000959,CUST00397,2024-06-30 22:38:00,Delivered,Mumbai,Maharashtra,West
ORD001734,CUST00254,2024-07-01 09:09:00,Cancelled,Jaipur,Rajasthan,North
ORD001416,CUST00132,2024-07-01 09:34:00,Returned,Noida,Uttar Pradesh,North
ORD000482,CUST00323,2024-07-01 10:32:00,Delivered,Bhubaneswar,Odisha,East
ORD001915,CUST00289,2024-07-01 10:40:00,Delivered,Kochi,Kerala,South
ORD000930,CUST00052,2024-07-01 17:59:00,Delivered,Kochi,Kerala,South
ORD000313,CUST00175,2024-07-01 18:38:00,Delivered,Nagpur,Maharashtra,West
ORD002304,CUST00286,2024-07-01 21:05:00,Delivered,Gurugram,Haryana,North
ORD002999,CUST00201,2024-07-01 21:27:00,Delivered,Pune,Maharashtra,West
ORD002962,CUST00121,2024-07-02 08:38:00,Delivered,Chennai,Tamil Nadu,South
ORD002324,CUST00416,2024-07-02 11:00:00,Pending,Chandigarh,Punjab,North
ORD002318,CUST00487,2024-07-02 11:11:00,Delivered,Raipur,Chhattisgarh,Central
ORD001675,CUST00195,2024-07-02 12:21:00,Delivered,Pune,Maharashtra,West
ORD002305,CUST00062,2024-07-02 13:54:00,Delivered,Noida,Uttar Pradesh,North
ORD002871,CUST00052,2024-07-02 15:27:00,Returned,Kochi,Kerala,South
ORD001868,CUST00332,2024-07-02 18:58:00,Cancelled,Kochi,Kerala,South
ORD001511,CUST00247,2024-07-02 21:50:00,Delivered,Bengaluru,Karnataka,South
ORD003136,CUST00439,2024-07-03 08:19:00,Cancelled,Hyderabad,Telangana,South
ORD001284,CUST00302,2024-07-03 09:04:00,Delivered,Bhopal,Madhya Pradesh,Central
ORD001063,CUST00199,2024-07-03 10:17:00,Delivered,Chennai,Tamil Nadu,South
ORD002907,CUST00278,2024-07-03 10:18:00,Delivered,Chandigarh,Punjab,North
ORD003039,CUST00015,2024-07-03 13:17:00,Delivered,Mysuru,Karnataka,South
ORD000093,CUST00030,2024-07-03 14:43:00,Delivered,Bengaluru,Karnataka,South
ORD002168,CUST00051,2024-07-04 09:55:00,Delivered,Patna,Bihar,East
ORD000235,CUST00088,2024-07-04 10:01:00,Delivered,Thiruvananthapuram,Kerala,South
ORD002129,CUST00354,2024-07-04 10:16:00,Returned,Noida,Uttar Pradesh,North
ORD001922,CUST00485,2024-07-04 12:23:00,Delivered,Bhubaneswar,Odisha,East
ORD000031,CUST00324,2024-07-04 14:52:00,Cancelled,Ahmedabad,Gujarat,West
ORD000744,CUST00267,2024-07-04 14:55:00,Cancelled,Ahmedabad,Gujarat,West
ORD002227,CUST00431,2024-07-04 18:10:00,Returned,Bengaluru,Karnataka,South
ORD000475,CUST00326,2024-07-04 19:36:00,Delivered,Thiruvananthapuram,Kerala,South
ORD001997,CUST00113,2024-07-04 21:22:00,Delivered,Mumbai,Maharashtra,West
ORD002437,CUST00084,2024-07-05 10:30:00,Pending,Thiruvananthapuram,Kerala,South
ORD001750,CUST00096,2024-07-05 18:45:00,Cancelled,Ahmedabad,Gujarat,West
ORD001090,CUST00291,2024-07-05 20:18:00,Returned,Mysuru,Karnataka,South
ORD000690,CUST00288,2024-07-05 20:45:00,Delivered,Thiruvananthapuram,Kerala,South
ORD000722,CUST00329,2024-07-05 21:01:00,Delivered,Chennai,Tamil Nadu,South
ORD000327,CUST00069,2024-07-06 09:25:00,Cancelled,Chandigarh,Punjab,North
ORD001182,CUST00278,2024-07-06 11:36:00,Pending,Chandigarh,Punjab,North
ORD001985,CUST00113,2024-07-06 12:18:00,Delivered,Mumbai,Maharashtra,West
ORD000127,CUST00331,2024-07-06 14:52:00,Delivered,Lucknow,Uttar Pradesh,North
ORD000805,CUST00295,2024-07-06 14:56:00,Delivered,Noida,Uttar Pradesh,North
ORD000539,CUST00439,2024-07-06 18:03:00,Delivered,Hyderabad,Telangana,South
ORD001651,CUST00158,2024-07-06 18:09:00,Delivered,Pune,Maharashtra,West
ORD000560,CUST00129,2024-07-06 18:21:00,Delivered,Kochi,Kerala,South
ORD001816,CUST00283,2024-07-07 08:17:00,Delivered,Bengaluru,Karnataka,South
ORD002189,CUST00086,2024-07-07 11:46:00,Delivered,Bengaluru,Karnataka,South
ORD000622,CUST00246,2024-07-07 11:58:00,Delivered,Coimbatore,Tamil Nadu,South
ORD002702,CUST00347,2024-07-07 12:20:00,Pending,Nagpur,Maharashtra,West
ORD001051,CUST00088,2024-07-07 13:49:00,Delivered,Thiruvananthapuram,Kerala,South
ORD000312,CUST00472,2024-07-07 14:05:00,Delivered,Mumbai,Maharashtra,West
ORD001466,CUST00246,2024-07-07 14:07:00,Delivered,Coimbatore,Tamil Nadu,South
ORD003002,CUST00135,2024-07-07 14:44:00,Delivered,Delhi,Delhi,North
ORD000704,CUST00494,2024-07-07 16:18:00,Delivered,Kochi,Kerala,South
ORD002598,CUST00392,2024-07-07 16:24:00,Delivered,Ahmedabad,Gujarat,West
ORD000516,CUST00450,2024-07-07 17:58:00,Cancelled,Pune,Maharashtra,West
ORD000461,CUST00101,2024-07-07 19:05:00,Delivered,Chennai,Tamil Nadu,South
ORD003092,CUST00354,2024-07-08 08:00:00,Pending,Noida,Uttar Pradesh,North
ORD000246,CUST00088,2024-07-08 08:24:00,Cancelled,Thiruvananthapuram,Kerala,South
ORD000946,CUST00260,2024-07-08 10:12:00,Delivered,Bhopal,Madhya Pradesh,Central
ORD002345,CUST00399,2024-07-08 13:48:00,Pending,Chennai,Tamil Nadu,South
ORD001696,CUST00273,2024-07-08 14:26:00,Delivered,Thiruvananthapuram,Kerala,South
ORD001185,CUST00144,2024-07-08 15:19:00,Delivered,Delhi,Delhi,North
ORD001871,CUST00138,2024-07-08 15:23:00,Delivered,Bengaluru,Karnataka,South
ORD001789,CUST00363,2024-07-08 16:07:00,Cancelled,Bhubaneswar,Odisha,East
ORD002358,CUST00294,2024-07-08 16:39:00,Delivered,Noida,Uttar Pradesh,North
ORD002804,CUST00143,2024-07-08 21:33:00,Delivered,Kochi,Kerala,South
ORD002829,CUST00032,2024-07-09 09:29:00,Delivered,Bhopal,Madhya Pradesh,Central
ORD002662,CUST00292,2024-07-09 10:51:00,Delivered,Hyderabad,Telangana,South
ORD001517,CUST00260,2024-07-09 11:22:00,Delivered,Bhopal,Madhya Pradesh,Central
ORD001822,CUST00430,2024-07-09 12:05:00,Delivered,Chennai,Tamil Nadu,South
ORD001232,CUST00293,2024-07-09 13:05:00,Delivered,Delhi,Delhi,North
ORD000976,CUST00138,2024-07-09 16:54:00,Returned,Bengaluru,Karnataka,South
ORD002170,CUST00283,2024-07-09 17:43:00,Cancelled,Bengaluru,Karnataka,South
ORD001853,CUST00191,2024-07-09 18:16:00,Pending,Gurugram,Haryana,North
ORD001606,CUST00321,2024-07-09 19:38:00,Delivered,Bhubaneswar,Odisha,East
ORD001907,CUST00466,2024-07-09 20:26:00,Delivered,Coimbatore,Tamil Nadu,South
ORD001325,CUST00260,2024-07-10 08:07:00,Delivered,Bhopal,Madhya Pradesh,Central
ORD000114,CUST00202,2024-07-10 10:48:00,Delivered,Kochi,Kerala,South
ORD000414,CUST00026,2024-07-10 12:13:00,Pending,Ahmedabad,Gujarat,West
ORD002032,CUST00036,2024-07-10 18:34:00,Delivered,Pune,Maharashtra,West
