cart_id,customer_id,product_id,cart_date,cart_status,quantity
CART000161,CUST00326,PROD0112,2024-10-20 14:36:00,Active,3
CART000162,CUST00395,PROD0072,2024-08-16 22:06:00,Abandoned,2
CART000163,CUST00495,PROD0064,2025-07-17 11:32:00,Active,1
CART000164,CUST00480,PROD0135,2024-10-29 12:07:00,Active,1
CART000165,CUST00315,PROD0119,2025-07-19 23:01:00,Purchased,2
CART000166,CUST00256,PROD0173,2025-01-25 13:56:00,Abandoned,2
CART000167,CUST00418,PROD0173,2024-06-30 19:26:00,Purchased,1
CART000168,CUST00220,PROD0112,2024-11-29 11:45:00,Purchased,2
CART000169,CUST00144,PROD0096,2024-09-05 07:00:00,Abandoned,1
CART000170,CUST00323,PROD0031,2024-08-28 12:47:00,Purchased,1
CART000171,CUST00018,PROD0031,2025-06-25 23:21:00,Purchased,2
CART000172,CUST00155,PROD0066,2025-07-26 23:25:00,Purchased,1
CART000173,CUST00279,PROD0119,2025-05-20 09:00:00,Abandoned,3
CART000174,CUST00161,PROD0088,2025-03-10 07:20:00,Purchased,3
CART000175,CUST00448,PROD0128,2025-06-22 14:15:00,Abandoned,1
CART000176,CUST00172,PROD0004,2024-08-22 13:35:00,Active,1
CART000177,CUST00446,PROD0121,2025-03-06 06:59:00,Abandoned,1
CART000178,CUST00328,PROD0095,2025-02-27 23:44:00,Purchased,1
CART000179,CUST00279,PROD0084,2025-01-11 19:53:00,Abandoned,1
CART000180,CUST00180,PROD0068,2025-04-19 11:42:00,Active,2
CART000181,CUST00455,PROD0121,2024-10-20 07:03:00,Abandoned,2
CART000182,CUST00239,PROD0047,2025-04-26 18:34:00,Active,1
CART000183,CUST00084,PROD0135,2025-05-09 19:10:00,Abandoned,2
CART000184,CUST00136,PROD0166,2025-04-11 19:59:00,Abandoned,2
CART000185,CUST00351,PROD0119,2024-07-18 13:11:00,Abandoned,2
CART000186,CUST00341,PROD0066,2025-04-19 12:56:00,Abandoned,1
CART000187,CUST00269,PROD0068,2024-07-21 18:43:00,Purchased,1
CART000188,CUST00379,PROD0064,2024-06-01 12:52:00,Abandoned,3
CART000189,CUST00101,PROD0121,2025-07-22 19:57:00,Active,1
CART000190,CUST00395,PROD0192,2025-06-23 08:32:00,Abandoned,1
CART000191,CUST00165,PROD0108,2025-06-15 09:56:00,Abandoned,2
CART000192,CUST00423,PROD0119,2024-12-06 23:58:00,Active,1
CART000193,CUST00002,PROD0135,2024-10-10 18:11:00,Abandoned,1
CART000194,CUST00422,PROD0023,2025-07-22 20:06:00,Abandoned,1
CART000195,CUST00472,PROD0095,2024-07-14 19:35:00,Abandoned,1
CART000196,CUST00449,PROD0088,2025-03-23 09:00:00,Purchased,3
CART000197,CUST00113,PROD0161,2024-10-15 12:09:00,Abandoned,1
CART000198,CUST00132,PROD0094,2024-06-02 22:50:00,Purchased,1
CART000199,CUST00208,PROD0121,2025-02-18 12:57:00,Purchased,1
CART000200,CUST00136,PROD0178,2024-11-10 10:06:00,Active,1
CART000201,CUST00267,PROD0135,2024-06-06 23:54:00,Abandoned,1
CART000202,CUST00408,PROD0112,2024-11-15 13:22:00,Purchased,3
CART000203,CUST00038,PROD0119,2024-10-28 20:47:00,Abandoned,1
CART000204,CUST00103,PROD0121,2024-06-13 08:33:00,Abandoned,1
CART000205,CUST00485,PROD0148,2024-10-29 16:45:00,Active,1
CART000206,CUST00218,PROD0076,2025-08-15 06:25:00,Abandoned,3
CART000207,CUST00189,PROD0035,2025-07-15 21:24:00,Purchased,2
CART000208,CUST00244,PROD0068,2024-11-26 07:27:00,Active,2
CART000209,CUST00087,PROD0152,2024-06-08 17:52:00,Abandoned,3
CART000210,CUST00240,PROD0052,2024-06-02 11:00:00,Abandoned,1
CART000211,CUST00117,PROD0121,2024-10-11 23:33:00,Purchased,1
CART000212,CUST00243,PROD0119,2024-11-27 14:15:00,Active,1
CART000213,CUST00285,PROD0114,2024-07-28 08:39:00,Purchased,1
CART000214,CUST00059,PROD0128,2024-12-30 20:38:00,Abandoned,1
CART000215,CUST00395,PROD0066,2025-01-15 19:07:00,Abandoned,1
CART000216,CUST00367,PROD0130,2025-05-29 22:44:00,Purchased,2
CART000217,CUST00372,PROD0166,2024-10-29 17:37:00,Abandoned,1
CART000218,CUST00476,PROD0172,2025-01-07 23:41:00,Abandoned,1
CART000219,CUST00435,PROD0066,2024-08-08 23:44:00,Abandoned,1
CART000220,CUST00018,PROD0070,2025-06-01 17:42:00,Abandoned,1
CART000221,CUST00466,PROD0183,2025-06-04 11:47:00,Active,3
CART000222,CUST00251,PROD0119,2025-06-13 06:45:00,Active,1
CART000223,CUST00189,PROD0119,2025-03-02 10:44:00,Abandoned,2
CART000224,CUST00329,PROD0135,2025-03-12 18:23:00,Active,1
CART000225,CUST00055,PROD0142,2024-06-14 18:34:00,Abandoned,3
CART000226,CUST00409,PROD0128,2025-08-11 11:39:00,Abandoned,1
CART000227,CUST00022,PROD0118,2024-10-10 09:08:00,Abandoned,1
CART000228,CUST00217,PROD0137,2024-12-18 20:13:00,Abandoned,1
CART000229,CUST00138,PROD0116,2024-10-02 22:37:00,Abandoned,1
CART000230,CUST00372,PROD0066,2024-06-23 11:21:00,Abandoned,1
CART000231,CUST00310,PROD0156,2025-08-09 13:38:00,Abandoned,2
CART000232,CUST00199,PROD0066,2024-07-26 19:40:00,Abandoned,1
CART000233,CUST00244,PROD0128,2024-09-27 06:48:00,Abandoned,1
CART000234,CUST00136,PROD0150,2024-08-18 15:56:00,Purchased,1
CART000235,CUST00021,PROD0118,2024-06-28 06:28:00,Abandoned,1
CART000236,CUST00049,PROD0066,2024-10-28 21:09:00,Active,2
CART000237,CUST00108,PROD0027,2025-01-30 19:27:00,Abandoned,1
CART000238,CUST00136,PROD0119,2025-05-13 15:04:00,Active,1
CART000239,CUST00249,PROD0035,2024-06-11 20:36:00,Abandoned,3
CART000240,CUST00138,PROD0064,2025-08-16 18:31:00,Purchased,2
CART000241,CUST00282,PROD0130,2025-04-03 23:00:00,Abandoned,2
CART000242,CUST00027,PROD0083,2024-10-15 20:19:00,Active,1
CART000243,CUST00190,PROD0119,2024-08-23 21:16:00,Abandoned,1
CART000244,CUST00311,PROD0119,2025-06-27 17:43:00,Abandoned,2
CART000245,CUST00489,PROD0119,2025-03-27 15:25:00,Abandoned,2
CART000246,CUST00417,PROD0132,2024-12-17 08:32:00,Purchased,1
CART000247,CUST00441,PROD0139,2025-06-14 22:54:00,Abandoned,1
CART000248,CUST00143,PROD0084,2025-06-14 09:26:00,Abandoned,2
CART000249,CUST00133,PROD0128,2024-07-04 13:18:00,Abandoned,1
CART000250,CUST00230,PROD0135,2025-07-07 22:40:00,Abandoned,1
CART000251,CUST00249,PROD0121,2024-10-24 12:25:00,Active,3
CART000252,CUST00441,PROD0066,2024-12-21 23:51:00,Abandoned,1
CART000253,CUST00246,PROD0128,2024-07-07 09:24:00,Abandoned,2
CART000254,CUST00287,PROD0196,2024-06-11 23:01:00,Abandoned,2
CART000255,CUST00391,PROD0031,2024-10-26 15:20:00,Purchased,2
CART000256,CUST00247,PROD0078,2025-07-13 11:42:00,Abandoned,1
CART000257,CUST00223,PROD0121,2025-02-01 22:51:00,Abandoned,1
CART000258,CUST00272,PROD0131,2025-01-22 06:20:00,Purchased,1
CART000259,CUST00121,PROD0165,2024-11-26 09:53:00,Purchased,3
CART000260,CUST00012,PROD0071,2024-08-24 11:25:00,Purchased,1
CART000261,CUST00116,PROD0133,2025-07-03 20:02:00,Abandoned,1
CART000262,CUST00073,PROD0166,2024-11-02 18:18:00,Abandoned,1
CART000263,CUST00105,PROD0084,2024-09-24 07:01:00,Abandoned,1
CART000264,CUST00239,PROD0144,2024-10-20 11:17:00,Abandoned,1
CART000265,CUST00123,PROD0173,2024-12-27 14:22:00,Abandoned,1
CART000266,CUST00129,PROD0026,2024-06-12 09:49:00,Purchased,1
CART000267,CUST00150,PROD0183,2024-08-18 06:35:00,Abandoned,2
CART000268,CUST00143,PROD0051,2025-08-13 23:12:00,Active,2
CART000269,CUST00305,PROD0130,2025-08-26 07:21:00,Abandoned,1
CART000270,CUST00045,PROD0024,2025-03-08 15:42:00,Abandoned,1
CART000271,CUST00370,PROD0031,2025-07-30 23:15:00,Abandoned,1
CART000272,CUST00320,PROD0011,2025-08-08 21:16:00,Active,1
CART000273,CUST00272,PROD0176,2025-07-23 09:35:00,Abandoned,1
CART000274,CUST00466,PROD0133,2024-06-09 19:55:00,Abandoned,1
CART000275,CUST00190,PROD0119,2025-03-29 06:09:00,Abandoned,1
CART000276,CUST00416,PROD0166,2025-02-16 17:58:00,Purchased,3
CART000277,CUST00400,PROD0051,2025-05-26 07:00:00,Purchased,3
CART000278,CUST00055,PROD0192,2024-06-11 07:43:00,Abandoned,1
CART000279,CUST00382,PROD0145,2025-04-18 18:48:00,Active,1
CART000280,CUST00321,PROD0130,2024-12-14 18:06:00,Abandoned,1
CART000281,CUST00423,PROD0066,2024-12-28 17:41:00,Purchased,1
CART000282,CUST00340,PROD0047,2024-12-08 06:58:00,Abandoned,1
CART000283,CUST00012,PROD0110,2024-11-20 18:18:00,Purchased,1
CART000284,CUST00101,PROD0178,2024-06-02 23:16:00,Active,2
CART000285,CUST00363,PROD0047,2024-12-04 12:52:00,Abandoned,3
CART000286,CUST00315,PROD0031,2024-11-29 23:42:00,Abandoned,1
CART000287,CUST00396,PROD0172,2024-07-06 19:28:00,Abandoned,1
CART000288,CUST00138,PROD0200,2025-01-12 07:32:00,Active,2
CART000289,CUST00199,PROD0132,2024-10-13 21:58:00,Active,2
CART000290,CUST00213,PROD0150,2024-10-04 06:41:00,Purchased,1
CART000291,CUST00189,PROD0011,2024-11-16 22:30:00,Purchased,1
CART000292,CUST00066,PROD0047,2024-12-01 19:56:00,Abandoned,1
CART000293,CUST00206,PROD0095,2024-07-31 07:01:00,Purchased,1
CART000294,CUST00425,PROD0042,2025-03-07 12:27:00,Abandoned,1
CART000295,CUST00491,PROD0024,2025-06-11 09:03:00,Purchased,1
CART000296,CUST00004,PROD0063,2024-11-15 14:58:00,Abandoned,1
CART000297,CUST00162,PROD0172,2024-11-02 15:16:00,Purchased,1
CART000298,CUST00375,PROD0146,2024-07-07 07:25:00,Abandoned,2
CART000299,CUST00228,PROD0031,2024-10-06 14:42:00,Abandoned,1
CART000300,CUST00162,PROD0063,2024-11-08 19:35:00,Abandoned,1
CART000301,CUST00357,PROD0119,2025-03-15 17:10:00,Abandoned,2
CART000302,CUST00439,PROD0166,2024-08-07 07:24:00,Purchased,1
CART000303,CUST00242,PROD0068,2024-07-27 10:07:00,Abandoned,1
CART000304,CUST00493,PROD0066,2024-11-18 17:39:00,Abandoned,1
CART000305,CUST00353,PROD0083,2024-07-15 19:55:00,Abandoned,3
CART000306,CUST00383,PROD0133,2025-08-06 10:20:00,Abandoned,1
CART000307,CUST00353,PROD0048,2025-03-26 11:11:00,Purchased,1
CART000308,CUST00052,PROD0084,2024-06-06 09:38:00,Purchased,1
CART000309,CUST00248,PROD0119,2024-07-14 16:15:00,Purchased,1
CART000310,CUST00294,PROD0123,2024-06-12 15:28:00,Purchased,1
CART000311,CUST00387,PROD0024,2024-11-16 14:31:00,Abandoned,1
CART000312,CUST00456,PROD0047,2024-10-21 21:57:00,Abandoned,2
CART000313,CUST00148,PROD0116,2024-06-15 15:34:00,Abandoned,3
CART000314,CUST00408,PROD0121,2024-06-27 16:23:00,Abandoned,1
CART000315,CUST00260,PROD0064,2025-02-09 13:38:00,Abandoned,1
CART000316,CUST00416,PROD0064,2025-01-19 16:10:00,Purchased,2
CART000317,CUST00232,PROD0165,2024-07-27 13:34:00,Purchased,2
CART000318,CUST00475,PROD0066,2024-11-03 16:00:00,Abandoned,1
CART000319,CUST00312,PROD0118,2024-06-18 08:08:00,Abandoned,2
CART000320,CUST00410,PROD0172,2025-01-06 16:46:00,Abandoned,1
CART000321,CUST00441,PROD0078,2025-03-01 12:06:00,Purchased,1
CART000322,CUST00172,PROD0027,2024-06-10 07:00:00,Active,1
CART000323,CUST00228,PROD0163,2024-11-17 13:25:00,Purchased,1
CART000324,CUST00217,PROD0057,2024-07-10 11:05:00,Purchased,1
CART000325,CUST00145,PROD0004,2024-09-17 21:15:00,Active,2
CART000326,CUST00112,PROD0031,2025-08-01 10:40:00,Abandoned,1
CART000327,CUST00024,PROD0024,2025-02-03 21:10:00,Abandoned,1
CART000328,CUST00027,PROD0051,2025-07-23 14:34:00,Abandoned,1
CART000329,CUST00205,PROD0063,2024-07-28 23:46:00,Abandoned,1
CART000330,CUST00461,PROD0021,2025-08-26 17:35:00,Abandoned,1
CART000331,CUST00189,PROD0019,2025-01-22 16:35:00,Abandoned,1
CART000332,CUST00329,PROD0116,2024-11-12 11:11:00,Abandoned,2
CART000333,CUST00012,PROD0116,2024-07-20 15:10:00,Active,1
CART000334,CUST00391,PROD0034,2025-07-26 17:08:00,Active,2
CART000335,CUST00191,PROD0002,2025-05-21 16:06:00,Abandoned,2
CART000336,CUST00082,PROD0172,2025-07-17 09:32:00,Abandoned,1
CART000337,CUST00395,PROD0093,2025-01-14 21:23:00,Abandoned,1
CART000338,CUST00073,PROD0135,2024-06-01 08:28:00,Purchased,1
CART000339,CUST00433,PROD0051,2024-10-25 07:21:00,Purchased,1
CART000340,CUST00119,PROD0166,2024-11-03 22:54:00,Abandoned,1
CART000341,CUST00108,PROD0018,2024-08-20 07:23:00,Abandoned,1
CART000342,CUST00220,PROD0119,2024-06-20 08:16:00,Abandoned,1
CART000343,CUST00229,PROD0150,2025-02-12 20:19:00,Abandoned,1
CART000344,CUST00447,PROD0172,2024-10-23 21:14:00,Active,1
CART000345,CUST00234,PROD0176,2024-12-21 17:40:00,Purchased,3
CART000346,CUST00095,PROD0066,2025-05-16 17:49:00,Purchased,2
CART000347,CUST00356,PROD0166,2025-03-29 15:28:00,Abandoned,1
CART000348,CUST00217,PROD0099,2024-11-14 15:07:00,Abandoned,1
CART000349,CUST00189,PROD0035,2024-07-16 09:22:00,Abandoned,3
CART000350,CUST00012,PROD0031,2024-11-25 15:44:00,Abandoned,1
CART000351,CUST00189,PROD0031,2024-07-27 20:12:00,Abandoned,2
CART000352,CUST00373,PROD0031,2025-03-08 15:54:00,Abandoned,1
CART000353,CUST00351,PROD0102,2024-10-08 12:02:00,Abandoned,1
CART000354,CUST00170,PROD0050,2024-11-15 13:31:00,Abandoned,2
CART000355,CUST00226,PROD0066,2025-06-11 23:01:00,Purchased,2
CART000356,CUST00202,PROD0068,2025-02-03 12:07:00,Abandoned,1
CART000357,CUST00342,PROD0141,2024-11-12 12:26:00,Purchased,1
CART000358,CUST00013,PROD0121,2024-10-08 08:44:00,Purchased,1
CART000359,CUST00175,PROD0047,2024-12-21 13:52:00,Abandoned,1
CART000360,CUST00301,PROD0063,2024-09-14 22:58:00,Abandoned,2
CART000361,CUST00347,PROD0136,2024-07-24 11:27:00,Purchased,1
CART000362,CUST00278,PROD0166,2025-07-07 22:30:00,Abandoned,2
CART000363,CUST00018,PROD0161,2025-07-10 23:56:00,Purchased,1
CART000364,CUST00192,PROD0116,2024-09-24 23:04:00,Abandoned,1
CART000365,CUST00446,PROD0166,2025-07-28 11:30:00,Abandoned,1
CART000366,CUST00189,PROD0128,2024-11-17 21:12:00,Purchased,1
CART000367,CUST00353,PROD0064,2024-06-22 15:52:00,Abandoned,1
CART000368,CUST00466,PROD0063,2024-11-26 19:11:00,Abandoned,3
CART000369,CUST00220,PROD0024,2025-01-09 08:20:00,Purchased,1
CART000370,CUST00043,PROD0166,2024-10-13 09:28:00,Active,1
CART000371,CUST00244,PROD0051,2024-12-25 15:26:00,Abandoned,1
CART000372,CUST00154,PROD0114,2024-09-22 12:59:00,Abandoned,1
CART000373,CUST00021,PROD0111,2025-04-06 13:30:00,Abandoned,1
